sale_id,customer_id,product_id,quantity,sale_date
S01994,C989,P020,4,2025-06-05
S01995,C634,P020,3,2025-12-20
S01996,C690,P001,4,2025-06-04
S01997,C090,P005,2,2025-01-08
S01998,C196,P004,1,2025-12-23
S01999,C994,P007,1,2025-04-18
S02000,C493,P021,2,2025-11-29
S02001,C248,P014,5,2025-04-08
S02002,C089,P010,4,2025-03-17
S02003,C486,P014,1,2025-03-01
S02004,C171,P005,4,2025-09-06
S02005,C483,P001,4,2025-10-27
S02006,C249,P007,3,2025-10-19
S02007,C850,P013,1,2025-06-20
S02008,C009,P004,4,2025-08-01
S02009,C869,P016,5,2025-11-02
S02010,C749,P018,3,2025-01-19
S02011,C500,P013,4,2025-09-20
S02012,C606,P020,4,2025-04-29
S02013,C732,P002,5,2025-01-10
S02014,C433,P019,3,2025-10-11
S02015,C066,P009,4,2025-08-31
S02016,C120,P016,5,2025-11-27
S02017,C356,P015,4,2025-01-11
S02018,C166,P010,2,2025-08-29
S02019,C353,P015,2,2025-09-17
S02020,C225,P019,3,2025-11-05
S02021,C874,P001,4,2025-03-09
S02022,C905,P010,4,2025-08-02
S02023,C854,P022,3,2025-08-30
S02024,C819,P006,5,2025-04-17
S02025,C290,P001,1,2025-12-08
S02026,C495,P005,2,2025-04-13
S02027,C161,P020,4,2025-02-21
S02028,C813,P014,4,2025-06-05
S02029,C241,P007,5,2025-01-25
S02030,C019,P012,3,2025-07-02
S02031,C694,P006,2,2025-09-15
S02032,C033,P003,3,2025-08-09
S02033,C117,P020,2,2025-03-03
S02034,C576,P008,4,2025-05-13
S02035,C349,P012,1,2025-10-13
S02036,C274,P005,5,2025-11-06
S02037,C686,P004,1,2025-08-13
S02038,C819,P015,1,2025-02-24
S02039,C801,P020,5,2025-02-22
S02040,C844,P018,1,2025-09-17
S02041,C108,P006,1,2025-04-16
S02042,C933,P012,2,2025-05-30
S02043,C726,P015,5,2025-09-13
S02044,C751,P004,2,2025-11-28
S02045,C373,P011,2,2025-03-04
S02046,C869,P007,4,2025-08-01
S02047,C788,P001,2,2025-08-31
S02048,C350,P010,5,2025-03-29
S02049,C088,P009,3,2025-08-01
S02050,C370,P021,2,2025-03-19
S02051,C772,P017,4,2025-04-27
S02052,C142,P014,4,2025-07-29
S02053,C920,P015,5,2025-12-16
S02054,C371,P001,4,2025-03-16
S02055,C789,P001,5,2025-02-05
S02056,C087,P011,3,2025-07-25
S02057,C791,P006,4,2025-02-01
S02058,C403,P002,2,2025-10-22
S02059,C060,P021,5,2025-06-01
S02060,C430,P013,5,2025-06-05
S02061,C739,P011,3,2025-01-05
S02062,C847,P009,5,2025-11-09
S02063,C943,P005,4,2025-08-17
S02064,C660,P007,5,2025-11-16
S02065,C808,P020,4,2025-12-24
S02066,C354,P021,4,2025-04-12
S02067,C903,P010,1,2025-01-19
S02068,C551,P011,4,2025-03-06
S02069,C533,P018,3,2025-04-20
S02070,C096,P017,5,2025-06-09
S02071,C534,P011,2,2025-01-12
S02072,C029,P018,5,2025-05-13
S02073,C248,P010,4,2025-09-16
S02074,C114,P002,3,2025-05-13
S02075,C643,P017,3,2025-03-05
S02076,C049,P021,1,2025-08-18
S02077,C306,P019,1,2025-08-21
S02078,C348,P008,5,2025-10-17
S02079,C732,P021,5,2025-11-01
S02080,C240,P012,3,2025-05-26
S02081,C683,P001,5,2025-12-11
S02082,C144,P001,4,2025-09-24
S02083,C756,P008,1,2025-06-17
S02084,C529,P019,2,2025-07-04
S02085,C466,P004,2,2025-12-31
S02086,C436,P014,1,2025-02-17
S02087,C064,P014,2,2025-09-01
S02088,C220,P015,1,2025-07-09
S02089,C694,P017,4,2025-10-29
S02090,C573,P017,4,2025-05-16
S02091,C599,P016,4,2025-08-14
S02092,C706,P016,4,2025-03-25
S02093,C148,P017,2,2025-09-06
S02094,C729,P015,2,2025-12-27
S02095,C526,P017,1,2025-12-22
S02096,C218,P015,4,2025-01-17
S02097,C765,P006,5,2025-07-09
S02098,C944,P004,5,2025-07-29
S02099,C113,P004,3,2025-10-20
S02100,C297,P002,5,2025-03-20
S02101,C121,P012,3,2025-07-11
S02102,C311,P010,4,2025-01-15
S02103,C811,P005,2,2025-10-29
S02104,C432,P002,3,2025-05-26
S02105,C221,P006,4,2025-01-02
S02106,C126,P018,3,2025-02-04
S02107,C892,P002,4,2025-09-04
S02108,C587,P010,5,2025-08-20
S02109,C922,P011,4,2025-09-01
S02110,C855,P020,2,2025-03-12
S02111,C517,P021,4,2025-08-19
S02112,C684,P015,2,2025-06-16
S02113,C092,P020,5,2025-07-29
S02114,C397,P008,4,2025-06-23
S02115,C554,P002,4,2025-05-23
S02116,C662,P003,2,2025-12-29
S02117,C026,P019,3,2025-10-15
S02118,C661,P004,5,2025-02-13
S02119,C198,P020,5,2025-10-23
S02120,C776,P002,5,2025-09-25
S02121,C194,P016,5,2025-01-10
S02122,C124,P022,5,2025-04-03
S02123,C986,P001,3,2025-04-16
S02124,C252,P001,5,2025-08-16
S02125,C087,P018,5,2025-06-14
S02126,C412,P019,1,2025-09-09
S02127,C883,P001,3,2025-08-12
S02128,C185,P014,1,2025-09-28
S02129,C325,P013,3,2025-02-16
S02130,C118,P004,5,2025-03-28
S02131,C293,P005,2,2025-05-11
S02132,C787,P003,2,2025-06-07
S02133,C976,P014,2,2025-01-31
S02134,C630,P011,2,2025-01-14
S02135,C731,P002,3,2025-07-19
S02136,C102,P011,2,2025-07-31
S02137,C915,P011,3,2025-07-12
S02138,C965,P004,1,2025-04-14
S02139,C246,P020,5,2025-05-02
S02140,C505,P017,5,2025-07-17
S02141,C973,P004,3,2025-02-01
S02142,C326,P015,5,2025-07-28
S02143,C068,P016,1,2025-07-28
S02144,C649,P008,1,2025-05-18
S02145,C568,P019,1,2025-05-07
S02146,C782,P018,2,2025-06-05
S02147,C582,P014,4,2025-02-12
S02148,C867,P021,5,2025-04-15
S02149,C802,P005,3,2025-10-04
S02150,C173,P008,5,2025-08-05
S02151,C985,P018,4,2025-01-22
S02152,C002,P015,5,2025-05-29
S02153,C669,P006,1,2025-01-31
S02154,C956,P016,3,2025-11-03
S02155,C257,P022,4,2025-06-29
S02156,C863,P021,2,2025-10-27
S02157,C861,P017,3,2025-01-24
S02158,C166,P018,5,2025-02-05
S02159,C308,P003,4,2025-12-24
S02160,C126,P005,5,2025-05-24
S02161,C900,P014,2,2025-11-09
S02162,C517,P011,3,2025-11-22
S02163,C268,P001,4,2025-05-20
S02164,C252,P022,3,2025-06-24
S02165,C216,P015,5,2025-06-18
S02166,C017,P001,2,2025-11-27
S02167,C945,P001,5,2025-09-01
S02168,C005,P001,2,2025-07-31
S02169,C570,P001,4,2025-07-21
S02170,C552,P003,1,2025-10-03
S02171,C032,P022,4,2025-12-11
S02172,C127,P012,4,2025-11-04
S02173,C367,P013,2,2025-12-23
S02174,C009,P004,4,2025-07-09
S02175,C959,P007,4,2025-01-05
S02176,C227,P001,3,2025-12-15
S02177,C944,P001,3,2025-04-09
S02178,C093,P020,3,2025-04-24
S02179,C240,P016,3,2025-01-19
S02180,C288,P016,5,2025-04-18
S02181,C008,P007,4,2025-02-26
S02182,C891,P009,5,2025-09-14
S02183,C506,P006,5,2025-04-10
S02184,C676,P019,5,2025-10-17
S02185,C180,P003,5,2025-03-07
S02186,C764,P003,2,2025-05-13
S02187,C956,P019,2,2025-09-25
S02188,C747,P009,2,2025-12-14
S02189,C024,P001,5,2025-11-11
S02190,C259,P022,5,2025-08-21
S02191,C003,P014,1,2025-06-15
S02192,C443,P014,3,2025-03-04
S02193,C697,P017,4,2025-09-11
S02194,C371,P017,1,2025-04-25
S02195,C049,P009,4,2025-09-30
S02196,C460,P011,1,2025-07-20
S02197,C200,P011,1,2025-10-20
S02198,C828,P001,2,2025-12-20
S02199,C434,P003,2,2025-04-11
S02200,C169,P011,3,2025-02-02
S02201,C642,P021,1,2025-01-15
S02202,C492,P014,1,2025-10-31
S02203,C817,P021,3,2025-05-09
S02204,C254,P004,4,2025-05-03
S02205,C982,P011,1,2025-06-20
S02206,C533,P008,1,2025-11-04
S02207,C635,P015,1,2025-11-17
S02208,C458,P019,1,2025-02-13
S02209,C998,P002,1,2025-07-13
S02210,C321,P001,1,2025-03-07
S02211,C064,P015,1,2025-06-04
S02212,C626,P021,4,2025-02-03
S02213,C105,P022,1,2025-10-14
S02214,C054,P010,4,2025-07-25
S02215,C099,P020,4,2025-04-30
S02216,C886,P020,5,2025-01-06
S02217,C465,P013,4,2025-08-08
S02218,C902,P020,5,2025-02-21
S02219,C348,P021,1,2025-08-21
S02220,C530,P011,5,2025-04-09
S02221,C111,P004,1,2025-11-01
S02222,C731,P003,5,2025-04-10
S02223,C927,P019,2,2025-11-23
S02224,C522,P009,3,2025-08-04
S02225,C493,P020,4,2025-04-06
S02226,C249,P005,1,2025-01-31
S02227,C131,P010,5,2025-08-12
S02228,C526,P021,3,2025-06-09
S02229,C598,P018,2,2025-03-17
S02230,C481,P010,5,2025-06-25
S02231,C299,P012,1,2025-09-23
S02232,C601,P022,2,2025-01-30
S02233,C244,P017,5,2025-01-28
S02234,C433,P012,2,2025-04-13
S02235,C656,P007,1,2025-06-24
S02236,C194,P022,4,2025-12-22
S02237,C709,P015,5,2025-12-21
S02238,C340,P019,5,2025-06-21
S02239,C631,P010,4,2025-06-18
S02240,C167,P004,4,2025-01-22
S02241,C508,P008,1,2025-11-24
S02242,C229,P001,2,2025-08-27
S02243,C639,P007,2,2025-09-04
S02244,C753,P011,4,2025-04-16
S02245,C410,P006,1,2025-07-05
S02246,C011,P003,3,2025-01-16
S02247,C569,P004,2,2025-05-29
S02248,C451,P007,5,2025-07-04
S02249,C045,P001,2,2025-04-12
S02250,C291,P006,2,2025-05-15
S02251,C737,P006,3,2025-10-11
S02252,C252,P006,2,2025-01-12
S02253,C181,P009,1,2025-01-11
S02254,C852,P022,2,2025-07-14
S02255,C671,P004,3,2025-04-18
S02256,C313,P015,2,2025-07-09
S02257,C829,P012,2,2025-09-27
S02258,C9999,P020,4,2025-12-31
S02259,C067,P004,2,2025-03-08
S02260,C814,P007,2,2025-09-30
S02261,C388,P001,3,2025-06-12
S02262,C614,P014,2,2025-01-24
S02263,C782,P020,5,2025-04-07
S02264,C875,P018,3,2025-03-18
S02265,C336,P008,1,2025-11-19
S02266,C815,P009,2,2025-09-18
S02267,C992,P019,4,2025-04-18
S02268,C745,P003,4,2025-12-06
S02269,C630,P003,2,2025-09-18
S02270,C398,P021,5,2025-07-11
S02271,C511,P017,4,2025-04-02
S02272,C330,P001,3,2025-09-27
S02273,C712,P016,4,2025-08-31
S02274,C275,P019,4,2025-11-23
S02275,C944,P019,1,2025-04-17
S02276,C225,P007,4,2025-05-01
S02277,C406,P007,3,2025-08-06
S02278,C911,P013,5,2025-03-22
S02279,C958,P012,3,2025-10-09
S02280,C087,P005,1,2025-06-01
S02281,C456,P017,3,2025-04-28
S02282,C598,P002,4,2025-09-20
S02283,C637,P011,4,2025-08-19
S02284,C479,P014,4,2025-07-08
S02285,C824,P016,3,2025-05-20
S02286,C392,P001,2,2025-08-15
S02287,C240,P009,1,2025-07-03
S02288,C924,P003,3,2025-09-14
S02289,C526,P018,1,2025-05-22
S02290,C949,P008,1,2025-03-02
S02291,C074,P012,1,2025-10-07
S02292,C206,P011,2,2025-12-12
S02293,C338,P009,3,2025-12-16
S02294,C866,P009,2,2025-12-28
S02295,C619,P005,5,2025-05-14
S02296,C009,P010,3,2025-06-27
S02297,C802,P013,4,2025-10-24
S02298,C776,P021,1,2025-08-30
S02299,C670,P017,2,2025-07-23
S02300,C234,P008,2,2025-08-31
S02301,C240,P017,5,2025-10-10
S02302,C776,P015,4,2025-06-24
S02303,C811,P003,3,2025-04-07
S02304,C440,P001,4,2025-04-18
S02305,C450,P015,5,2025-01-16
S02306,C384,P005,5,2025-03-07
S02307,C313,P001,4,2025-12-04
S02308,C855,P012,3,2025-04-26
S02309,C430,P014,4,2025-12-20
S02310,C551,P010,3,2025-10-28
S02311,C024,P019,1,2025-03-13
S02312,C158,P011,5,2025-11-19
S02313,C819,P020,5,2025-10-21
S02314,C888,P013,4,2025-04-15
S02315,C972,P013,1,2025-10-01
S02316,C396,P007,4,2025-02-25
S02317,C337,P019,4,2025-11-24
S02318,C917,P010,1,2025-03-29
S02319,C107,P022,5,2025-04-01
S02320,C033,P001,5,2025-09-08
S02321,C028,P006,2,2025-02-05
S02322,C934,P013,3,2025-04-16
S02323,C239,P010,5,2025-02-05
S02324,C466,P002,3,2025-09-23
S02325,C012,P006,3,2025-07-30
S02326,C401,P006,1,2025-03-08
S02327,C550,P014,4,2025-02-05
S02328,C399,P007,2,2025-04-16
S02329,C318,P014,4,2025-03-23
S02330,C619,P019,3,2025-10-28
S02331,C208,P017,4,2025-05-22
S02332,C207,P001,2,2025-08-17
S02333,C066,P013,5,2025-05-07
S02334,C539,P011,5,2025-09-09
S02335,C472,P015,5,2025-01-21
S02336,C755,P003,3,2025-11-27
S02337,C903,P015,3,2025-12-25
S02338,C863,P001,3,2025-07-20
S02339,C628,P006,4,2025-05-08
S02340,C184,P020,4,2025-08-23
S02341,C394,P022,2,2025-12-24
S02342,C583,P004,4,2025-12-24
S02343,C969,P002,2,2025-03-22
S02344,C281,P021,5,2025-05-30
S02345,C683,P003,2,2025-09-10
S02346,C422,P018,1,2025-07-08
S02347,C079,P004,5,2025-06-16
S02348,C420,P015,2,2025-05-10
S02349,C213,P017,1,2025-08-25
S02350,C028,P003,4,2025-07-15
S02351,C352,P013,2,2025-07-23
S02352,C039,P001,3,2025-02-28
S02353,C727,P005,3,2025-12-10
S02354,C767,P015,4,2025-08-25
S02355,C070,P003,5,2025-12-03
S02356,C249,P001,4,2025-03-13
S02357,C483,P009,2,2025-03-29
S02358,C859,P001,5,2025-02-21
S02359,C182,P010,1,2025-10-01
S02360,C760,P013,2,2025-02-09
S02361,C688,P001,3,2025-03-20
S02362,C452,P012,2,2025-04-21
S02363,C732,P002,5,2025-04-21
S02364,C453,P001,1,2025-11-22
S02365,C831,P017,1,2025-07-19
S02366,C707,P010,4,2025-01-27
S02367,C613,P001,1,2025-07-13
S02368,C786,P007,2,2025-07-11
S02369,C931,P008,2,2025-02-16
S02370,C017,P014,1,2025-01-08
S02371,C346,P007,1,2025-04-23
S02372,C982,P004,2,2025-03-27
S02373,C046,P014,5,2025-02-25
S02374,C836,P011,3,2025-10-15
S02375,C642,P007,5,2025-04-17
S02376,C957,P018,4,2025-08-08
S02377,C124,P008,2,2025-02-24
S02378,C366,P011,2,2025-01-08
S02379,C412,P021,3,2025-01-07
S02380,C399,P007,4,2025-04-23
S02381,C068,P022,3,2025-11-29
S02382,C639,P012,1,2025-02-04
S02383,C907,P007,4,2025-06-04
S02384,C786,P020,4,2025-02-22
S02385,C730,P018,5,2025-03-29
S02386,C258,P004,5,2025-06-16
S02387,C001,P021,4,2025-12-14
S02388,C947,P001,2,2025-06-20
S02389,C180,P021,3,2025-12-08
S02390,C494,P003,3,2025-01-10
S02391,C624,P019,4,2025-07-15
S02392,C524,P021,2,2025-09-15
S02393,C602,P001,1,2025-04-30
S02394,C022,P020,1,2025-06-08
S02395,C243,P014,2,2025-11-14
S02396,C082,P002,2,2025-07-11
S02397,C511,P010,2,2025-03-19
S02398,C385,P007,1,2025-05-02
S02399,C946,P020,4,2025-06-18
S02400,C138,P009,3,2025-11-26
S02401,C806,P002,5,2025-08-01
S02402,C664,P010,1,2025-04-28
S02403,C868,P011,3,2025-05-05
S02404,C211,P018,1,2025-12-07
S02405,C255,P022,2,2025-11-08
S02406,C894,P013,5,2025-06-14
S02407,C188,P015,1,2025-02-03
S02408,C891,P016,1,2025-04-09
S02409,C054,P021,2,2025-04-15
S02410,C129,P003,2,2025-10-31
S02411,C563,P007,2,2025-09-17
S02412,C081,P014,4,2025-06-09
S02413,C169,P007,2,2025-08-06
S02414,C181,P020,2,2025-06-05
S02415,C293,P019,4,2025-11-22
S02416,C207,P009,4,2025-02-10
S02417,C974,P012,4,2025-07-13
S02418,C172,P016,4,2025-08-05
S02419,C518,P020,4,2025-03-21
S02420,C840,P016,1,2025-07-15
S02421,C438,P003,3,2025-11-01
S02422,C551,P005,5,2025-03-31
S02423,C264,P013,4,2025-06-06
S02424,C465,P010,4,2025-10-15
S02425,C621,P016,1,2025-06-20
S02426,C140,P001,4,2025-04-11
S02427,C159,P007,1,2025-01-07
S02428,C883,P017,3,2025-09-09
S02429,C415,P014,4,2025-07-11
S02430,C394,P016,3,2025-11-25
S02431,C603,P003,4,2025-01-20
S02432,C944,P004,4,2025-10-17
S02433,C167,P007,4,2025-05-11
S02434,C790,P012,5,2025-12-30
S02435,C501,P021,3,2025-12-23
S02436,C060,P021,4,2025-08-06
S02437,C754,P008,2,2025-09-02
S02438,C036,P012,1,2025-12-24
S02439,C682,P021,2,2025-05-14
S02440,C620,P015,2,2025-05-11
S02441,C254,P020,5,2025-12-06
S02442,C862,P006,1,2025-03-01
S02443,C790,P003,4,2025-07-23
S02444,C724,P019,1,2025-09-23
S02445,C932,P007,4,2025-03-26
S02446,C850,P014,3,2025-12-21
S02447,C310,P017,5,2025-12-04
S02448,C908,P013,5,2025-06-07
S02449,C752,P014,1,2025-02-25
S02450,C652,P019,3,2025-03-15
S02451,C276,P007,4,2025-12-24
S02452,C316,P001,2,2025-09-09
S02453,C002,P004,1,2025-12-23
S02454,C428,P017,4,2025-12-02
S02455,C296,P014,2,2025-04-01
S02456,C384,P006,2,2025-04-12
S02457,C499,P006,5,2025-02-26
S02458,C462,P019,2,2025-04-06
S02459,C206,P002,2,2025-04-09
S02460,C266,P014,4,2025-11-17
S02461,C935,P020,1,2025-11-22
S02462,C171,P003,3,2025-02-13
S02463,C387,P004,3,2025-02-02
S02464,C351,P001,5,2025-05-01
S02465,C490,P016,1,2025-01-05
S02466,C063,P009,1,2025-12-07
S02467,C597,P002,1,2025-04-19
S02468,C535,P001,4,2025-11-05
S02469,C533,P009,4,2025-08-31
S02470,C776,P011,5,2025-08-08
S02471,C345,P012,3,2025-06-11
S02472,C837,P008,3,2025-12-07
S02473,C409,P013,5,2025-01-30
S02474,C999,P012,3,2025-02-21
S02475,C004,P015,4,2025-03-13
S02476,C027,P020,1,2025-09-29
S02477,C287,P001,2,2025-07-08
S02478,C463,P020,4,2025-09-21
S02479,C424,P022,2,2025-01-02
S02480,C654,P011,1,2025-11-21
S02481,C369,P002,3,2025-12-14
S02482,C455,P008,5,2025-09-06
S02483,C410,P020,1,2025-06-28
S02484,C439,P016,1,2025-07-17
S02485,C301,P020,2,2025-12-31
S02486,C147,P017,5,2025-09-16
S02487,C033,P005,4,2025-02-14
S02488,C309,P022,5,2025-08-28
S02489,C173,P015,1,2025-09-04
S02490,C679,P018,2,2025-05-05
S02491,C217,P006,1,2025-02-24
S02492,C446,P001,1,2025-03-24
S02493,C952,P011,4,2025-05-24
S02494,C226,P009,4,2025-12-10
S02495,C127,P022,2,2025-10-01
S02496,C649,P016,1,2025-12-21
S02497,C341,P008,5,2025-11-04
S02498,C067,P021,3,2025-07-13
S02499,C933,P001,4,2025-12-01
S02500,C658,P018,4,2025-04-30
S02501,C229,P009,1,2025-05-29
S02502,C090,P004,1,2025-06-24
S02503,C759,P019,2,2025-03-01
S02504,C587,P012,2,2025-06-10
S02505,C977,P013,5,2025-01-01
S02506,C319,P002,5,2025-10-02
S02507,C195,P013,4,2025-06-13
S02508,C790,P012,2,2025-09-24
S02509,C680,P020,5,2025-04-24
S02510,C110,P013,1,2025-10-03
S02511,C873,P015,3,2025-03-16
S02512,C836,P010,2,2025-09-13
S02513,C697,P015,2,2025-11-04
S02514,C291,P005,1,2025-11-03
S02515,C328,P010,5,2025-12-19
S02516,C127,P009,5,2025-09-02
S02517,C647,P007,4,2025-05-30
S02518,C722,P013,1,2025-06-20
S02519,C157,P001,2,2025-04-26
S02520,C718,P002,2,2025-09-07
S02521,C745,P013,3,2025-12-04
S02522,C935,P006,1,2025-10-08
S02523,C402,P011,4,2025-12-14
S02524,C485,P012,4,2025-07-20
S02525,C074,P017,3,2025-05-25
S02526,C714,P007,5,2025-07-21
S02527,C100,P005,3,2025-10-25
S02528,C887,P002,3,2025-08-23
S02529,C671,P006,5,2025-03-12
S02530,C453,P001,4,2025-05-30
S02531,C919,P005,2,2025-04-22
S02532,C824,P007,1,2025-07-05
S02533,C744,P019,1,2025-12-14
S02534,C805,P005,4,2025-08-07
S02535,C696,P006,1,2025-02-19
S02536,C365,P016,2,2025-01-27
S02537,C121,P017,3,2025-10-31
S02538,C445,P005,4,2025-05-06
S02539,C035,P004,2,2025-07-23
S02540,C501,P010,5,2025-03-30
S02541,C669,P013,1,2025-08-26
S02542,C886,P021,4,2025-05-21
S02543,C648,P021,4,2025-07-08
S02544,C012,P004,1,2025-02-12
S02545,C125,P016,5,2025-04-26
S02546,C024,P019,5,2025-10-21
S02547,C492,P009,1,2025-10-31
S02548,C186,P013,4,2025-11-27
S02549,C720,P014,3,2025-10-20
S02550,C129,P004,3,2025-02-02
S02551,C731,P018,2,2025-07-27
S02552,C833,P001,1,2025-07-21
S02553,C570,P018,5,2025-09-08
S02554,C066,P017,5,2025-10-03
S02555,C731,P021,1,2025-04-17
S02556,C989,P022,1,2025-04-03
S02557,C883,P020,2,2025-01-03
S02558,C569,P015,3,2025-03-04
S02559,C041,P005,5,2025-04-16
S02560,C669,P006,1,2025-10-15
S02561,C263,P002,1,2025-03-05
S02562,C519,P010,3,2025-10-06
S02563,C176,P014,1,2025-05-08
S02564,C308,P002,5,2025-05-31
S02565,C675,P018,4,2025-03-13
S02566,C591,P016,3,2025-09-25
S02567,C933,P012,5,2025-10-03
S02568,C523,P007,1,2025-12-06
S02569,C840,P002,2,2025-01-19
S02570,C193,P005,3,2025-04-21
S02571,C981,P005,5,2025-10-10
S02572,C222,P019,3,2025-05-23
S02573,C132,P020,4,2025-02-08
S02574,C564,P009,3,2025-07-15
S02575,C666,P006,4,2025-08-22
S02576,C086,P009,4,2025-12-22
S02577,C147,P018,2,2025-02-06
S02578,C645,P009,2,2025-07-10
S02579,C578,P022,5,2025-11-06
S02580,C168,P014,2,2025-06-11
S02581,C807,P014,4,2025-01-14
S02582,C988,P020,2,2025-02-09
S02583,C277,P004,5,2025-02-26
S02584,C701,P018,4,2025-02-03
S02585,C338,P021,1,2025-07-05
S02586,C932,P011,3,2025-03-16
S02587,C890,P008,3,2025-01-06
S02588,C101,P013,2,2025-07-13
S02589,C975,P004,1,2025-03-31
S02590,C540,P010,5,2025-09-08
S02591,C098,P017,3,2025-12-25
S02592,C586,P010,5,2025-05-19
S02593,C623,P004,1,2025-03-29
S02594,C326,P013,2,2025-06-26
S02595,C826,P022,5,2025-10-10
S02596,C609,P013,4,2025-10-31
S02597,C131,P009,1,2025-12-18
S02598,C526,P001,2,2025-12-03
S02599,C130,P005,4,2025-10-18
S02600,C754,P009,1,2025-11-24
S02601,C998,P012,2,2025-12-14
S02602,C624,P014,4,2025-04-04
S02603,C450,P012,4,2025-09-15
S02604,C294,P009,4,2025-09-24
S02605,C965,P001,2,2025-06-06
S02606,C651,P003,3,2025-07-28
S02607,C790,P011,1,2025-11-21
S02608,C082,P003,2,2025-02-17
S02609,C170,P019,1,2025-02-13
S02610,C762,P010,5,2025-09-10
S02611,C828,P001,4,2025-12-13
S02612,C521,P005,4,2025-09-12
S02613,C528,P022,5,2025-12-24
S02614,C128,P013,1,2025-11-12
S02615,C195,P001,4,2025-12-26
S02616,C548,P012,2,2025-12-05
S02617,C974,P017,5,2025-01-22
S02618,C622,P015,2,2025-12-12
S02619,C953,P017,2,2025-03-31
S02620,C077,P012,2,2025-09-21
S02621,C362,P002,4,2025-09-11
S02622,C389,P006,3,2025-02-27
S02623,C347,P022,2,2025-10-04
S02624,C872,P004,3,2025-06-03
S02625,C495,P010,3,2025-04-20
S02626,C003,P021,5,2025-07-21
S02627,C223,P010,5,2025-01-19
S02628,C958,P015,5,2025-09-07
S02629,C059,P012,1,2025-11-12
S02630,C472,P011,3,2025-07-01
S02631,C110,P001,3,2025-04-06
S02632,C412,P012,1,2025-02-21
S02633,C442,P016,2,2025-02-13
S02634,C542,P017,2,2025-07-30
S02635,C127,P016,1,2025-03-21
S02636,C788,P022,3,2025-04-26
S02637,C482,P013,3,2025-06-03
S02638,C374,P014,2,2025-10-02
S02639,C832,P009,1,2025-08-13
S02640,C673,P015,2,2025-03-13
S02641,C363,P014,1,2025-07-03
S02642,C905,P001,2,2025-02-26
S02643,C195,P010,1,2025-03-10
S02644,C405,P014,3,2025-01-17
S02645,C165,P022,2,2025-09-03
S02646,C983,P022,3,2025-03-02
S02647,C432,P016,5,2025-09-11
S02648,C820,P022,2,2025-06-16
S02649,C770,P013,5,2025-07-19
S02650,C135,P004,1,2025-01-11
S02651,C130,P005,3,2025-09-14
S02652,C014,P022,2,2025-01-27
S02653,C695,P011,4,2025-11-02
S02654,C756,P001,4,2025-09-03
S02655,C297,P010,4,2025-02-12
S02656,C780,P014,2,2025-11-13
S02657,C157,P017,2,2025-05-08
S02658,C288,P004,3,2025-12-25
S02659,C254,P022,4,2025-04-12
S02660,C486,P001,1,2025-12-25
S02661,C748,P017,5,2025-04-03
S02662,C194,P019,2,2025-04-28
S02663,C124,P005,4,2025-01-20
S02664,C281,P007,2,2025-08-07
S02665,C019,P020,2,2025-02-16
S02666,C886,P002,4,2025-07-28
S02667,C538,P010,2,2025-04-24
S02668,C345,P014,4,2025-02-01
S02669,C523,P014,1,2025-06-05
S02670,C113,P009,3,2025-05-24
S02671,C966,P012,4,2025-05-07
S02672,C328,P002,2,2025-01-21
S02673,C001,P002,3,2025-04-19
S02674,C293,P016,3,2025-11-07
S02675,C104,P014,2,2025-05-10
S02676,C972,P016,3,2025-06-21
S02677,C312,P004,1,2025-12-09
S02678,C014,P022,5,2025-03-08
S02679,C340,P012,3,2025-10-29
S02680,C542,P020,3,2025-05-02
S02681,C666,P009,2,2025-10-27
S02682,C394,P003,1,2025-03-08
S02683,C645,P020,1,2025-01-22
S02684,C601,P021,2,2025-04-09
S02685,C722,P015,1,2025-02-08
S02686,C965,P018,5,2025-06-25
S02687,C309,P016,2,2025-10-01
S02688,C739,P005,1,2025-03-07
S02689,C197,P014,5,2025-12-31
S02690,C259,P018,3,2025-07-07
S02691,C460,P021,1,2025-08-12
S02692,C070,P016,4,2025-09-26
S02693,C954,P017,1,2025-03-27
S02694,C614,P009,2,2025-05-29
S02695,C047,P019,1,2025-12-22
S02696,C195,P013,4,2025-12-17
S02697,C546,P017,1,2025-03-26
S02698,C449,P017,4,2025-10-15
S02699,C799,P013,4,2025-11-07
S02700,C279,P007,2,2025-01-02
S02701,C164,P019,2,2025-10-31
S02702,C714,P001,5,2025-08-22
S02703,C516,P001,5,2025-05-13
S02704,C311,P008,3,2025-12-29
S02705,C275,P018,1,2025-03-29
S02706,C230,P002,5,2025-05-02
S02707,C299,P002,2,2025-05-23
S02708,C950,P005,3,2025-01-27
S02709,C658,P008,2,2025-10-01
S02710,C119,P001,3,2025-11-20
S02711,C620,P012,3,2025-02-12
S02712,C970,P001,5,2025-05-16
S02713,C740,P005,4,2025-11-10
S02714,C302,P011,1,2025-11-17
S02715,C836,P001,3,2025-04-23
S02716,C749,P009,2,2025-05-12
S02717,C995,P001,5,2025-12-03
S02718,C1001,P019,1,2025-12-19
S02719,C392,P021,3,2025-11-17
S02720,C650,P020,5,2025-04-16
S02721,C837,P015,2,2025-06-16
S02722,C276,P007,5,2025-11-19
S02723,C828,P013,2,2025-08-17
S02724,C238,P014,3,2025-03-17
S02725,C924,P016,1,2025-09-11
S02726,C186,P015,2,2025-04-01
S02727,C194,P019,4,2025-04-03
S02728,C664,P010,1,2025-06-08
